Project Name,Checkpoint Name,Created On,File Name,Lines,Statements,Percent Branch Statements,Percent Lines with Comments,Classes Defined,Methods Implemented per Class,Average Statements per Method,Line Number of Most Complex Function*,Name of Most Complex Function*,Maximum Complexity*,Line Number of Deepest Block,Maximum Block Depth,Average Block Depth,Average Complexity*,Functions,Statements at block level 0,Statements at block level 1,Statements at block level 2,Statements at block level 3,Statements at block level 4,Statements at block level 5,Statements at block level 6,Statements at block level 7,Statements at block level 8,Statements at block level 9
Babelfish Analysis,Baseline,07 Feb 2018,OS\OS_Queue.cpp,764,279,33.7,17.8,0,11.00,24.1,265,OS_Queue::Receive(),21,286,7,2.99,9.55,0,14,58,41,51,57,40,14,4,0,0
Babelfish Analysis,Baseline,07 Feb 2018,OS\OS_Queue.h,304,63,3.2,49.7,1,8.00,3.4,207,OS_Queue::Lock_Queue(),3,212,3,1.27,1.25,0,12,24,25,2,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,OS\OS_Recursive_Mutex.cpp,47,11,0.0,48.9,0,2.00,1.5,28,OS_Recursive_Mutex::~OS_Recursive_Mutex(),1,32,1,0.27,1.00,0,8,3,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,OS\OS_Recursive_Mutex.h,72,10,0.0,55.6,1,2.00,1.0,48,OS_Recursive_Mutex::Release(),1,50,2,0.90,1.00,0,3,5,2,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,OS\OS_Semaphore.cpp,47,11,9.1,51.1,0,2.00,2.0,28,OS_Semaphore::OS_Semaphore(),2,35,2,0.45,1.50,0,7,3,1,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,OS\OS_Semaphore.h,87,15,0.0,55.2,1,3.00,1.3,53,OS_Semaphore::Post_From_ISR(),1,55,2,0.93,1.00,0,5,6,4,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,OS\OS_Task.cpp,294,77,7.8,24.8,0,6.00,10.0,228,OS_Task::Stack_Good(),5,208,2,0.86,2.50,0,17,54,6,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,OS\OS_Task.h,177,41,0.0,54.2,1,0.00,0.0,,,0,66,1,0.61,0.00,0,16,25,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,OS\OS_Task_Mon.cpp,237,78,17.9,35.4,0,8.00,6.5,152,OS_Task_Mon::Unregister_Task(),7,170,4,1.31,2.67,1,22,26,18,8,4,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,OS\OS_Task_Mon.h,164,33,0.0,52.4,1,0.00,0.0,,,0,64,1,0.55,0.00,0,15,18,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,OS\OS_Tasker.cpp,1064,365,24.9,19.5,0,25.00,12.3,704,OS_Tasker::Switch_Context(),12,222,5,1.62,5.00,0,57,128,99,62,15,4,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,OS\OS_Tasker.h,921,183,14.2,50.1,1,18.00,1.9,866,OS_Tasker::Resume(),4,771,4,1.43,1.50,2,18,95,44,25,1,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,OS\OSCR_Dog.cpp,111,37,13.5,39.6,0,4.00,5.5,32,OSCR_Dog::Feed_Dog_Task(),3,80,3,1.05,2.25,0,15,7,13,2,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,OS\OSCR_Dog.h,130,22,0.0,63.1,2,0.00,0.0,,,0,26,1,0.68,0.00,0,7,15,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,TimeConversion\DateUtil.cpp,888,364,41.2,8.2,0,21.00,16.1,474,DateUtil::test_is_valid_date_in_month(),43,650,6,2.20,8.67,0,25,104,98,69,48,18,2,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,TimeConversion\DateUtil.h,290,65,0.0,67.9,1,0.00,0.0,,,0,44,1,0.92,0.00,0,5,60,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,TimeConversion\POSIXTimeUtil.cpp,279,114,25.4,13.3,0,6.00,17.0,201,POSIXTimeUtil::test_POSIX_time(),20,248,9+,2.54,7.50,0,12,33,27,16,9,4,2,4,4,3
Babelfish Analysis,Baseline,07 Feb 2018,TimeConversion\POSIXTimeUtil.h,104,26,0.0,48.1,1,0.00,0.0,,,0,47,1,0.85,0.00,0,4,22,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,TimeConversion\test_time.cpp,201,59,35.6,15.4,0,0.00,0.0,87,main(),32,138,7,2.54,32.00,1,14,14,5,2,8,10,4,2,0,0
Babelfish Analysis,Baseline,07 Feb 2018,TimeConversion\TimeCommon.h,104,37,0.0,58.7,0,0.00,0.0,,,0,19,0,0.00,0.00,0,37,0,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,TimeConversion\TimeUtil.cpp,487,205,33.2,13.6,0,14.00,13.0,333,TimeUtil::test_time_move(),55,383,9+,2.87,7.73,1,21,66,40,26,11,9,2,2,2,26
Babelfish Analysis,Baseline,07 Feb 2018,TimeConversion\TimeUtil.h,182,31,0.0,64.3,1,2.00,1.0,173,TimeUtil::high_digit(),1,174,2,0.94,1.00,0,4,25,2,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,TimeConversion\TimeZoneDST.cpp,909,267,34.8,16.0,0,20.00,12.1,771,TimeZoneDST::test_DST_reverse(),23,875,7,1.84,6.85,0,26,116,55,35,19,12,3,1,0,0
Babelfish Analysis,Baseline,07 Feb 2018,TimeConversion\TimeZoneDST.h,191,44,0.0,45.5,1,0.00,0.0,,,0,33,1,0.91,0.00,0,4,40,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,TimeConversion\TimeZoneDSTAlt.cpp,659,236,39.4,11.2,0,17.00,12.5,314,TimeZoneDSTAlt::Is_UTC_Time_In_Summer_Time_Others(),23,167,5,2.12,8.29,0,23,81,50,31,28,23,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,TimeConversion\TimeZoneDSTAlt.h,190,35,0.0,50.0,1,0.00,0.0,,,0,42,1,0.91,0.00,0,3,32,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\AT91SAM7\OS_Interrupt_ASM.h,117,33,0.0,22.2,0,0.00,0.0,,,0,17,0,0.00,0.00,0,33,0,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\Generic\flash_if.cpp,51,24,25.0,15.7,0,0.00,0.0,8,Is_Flash_Area_Earasble(),9,41,5,2.25,9.00,1,2,8,3,6,3,2,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\Generic\flash_if.h,30,7,0.0,50.0,0,0.00,0.0,,,0,2,0,0.00,0.00,0,7,0,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\Generic\Rtc_If.cpp,147,54,0.0,34.7,0,7.00,6.4,25,Rtc_If::Set_Date_Time(),1,27,1,0.83,1.00,0,9,45,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\Generic\Rtc_If.h,126,24,0.0,57.9,3,1.00,0.0,63,Rtc_If::~Rtc_If(),1,27,1,0.63,1.00,0,9,15,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\Generic\sys_arch.cpp,495,134,17.9,41.4,2,0.00,0.0,160,sys_arch_mbox_fetch(),6,176,3,1.17,2.57,14,33,56,34,11,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\Generic\Sys_arch.h,62,18,0.0,50.0,0,0.00,0.0,,,0,33,0,0.00,0.00,0,18,0,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\Generic\uC_Base_HW_IDs.h,93,19,0.0,18.3,0,0.00,0.0,,,0,17,0,0.00,0.00,0,19,0,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\Generic\uC_Fw_Code_Range.cpp,119,30,0.0,48.7,0,0.00,0.0,36,uC_Device_Cert_End_Address(),1,38,1,0.30,1.00,9,21,9,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\Generic\uC_Fw_Code_Range.h,36,10,0.0,55.6,0,0.00,0.0,,,0,17,0,0.00,0.00,0,10,0,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\Generic\uC_Queued_I2C.cpp,172,64,25.0,25.6,0,6.00,9.3,106,uC_Queued_I2C::Exchange_Complete(),10,77,4,1.72,4.17,0,8,19,21,15,1,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\Generic\uC_Queued_I2C.h,159,33,0.0,57.2,3,1.00,0.0,130,uC_Queued_I2C::~uC_Queued_I2C(),1,54,2,1.30,1.00,0,2,19,12,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\Generic\uC_Queued_SPI.cpp,206,84,23.8,19.9,0,6.00,12.7,139,uC_Queued_SPI::Exchange_Complete(),9,111,4,1.82,4.67,0,8,24,28,23,1,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\Generic\uC_Queued_SPI.h,201,34,0.0,62.7,3,1.00,0.0,165,uC_Queued_SPI::~uC_Queued_SPI(),1,62,2,1.24,1.00,0,2,22,10,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\KINETISK6x\Advanced_Vect.cpp,113,32,9.4,36.3,0,5.00,3.8,40,Advanced_Vect::Advanced_Vect(),3,49,2,0.72,1.60,0,13,15,4,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\KINETISK6x\Advanced_Vect.h,120,71,0.0,45.0,1,26.00,1.0,83,Advanced_Vect::Null_Advanced_Vect(),1,83,2,1.30,1.00,0,4,42,25,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\KINETISK6x\Device_Defines.h,187,49,0.0,54.5,0,0.00,0.0,123,Pop_Int(),1,123,1,0.06,1.00,2,46,3,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\KINETISK6x\I2C_Manager.cpp,123,37,27.0,36.6,0,4.00,7.8,41,I2C_Manager::Write_Data(),7,61,3,1.32,4.00,0,6,17,10,4,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\KINETISK6x\I2C_Manager.h,116,14,0.0,66.4,1,1.00,1.0,110,I2C_Manager::Transfer_Finish_Static(),1,112,2,0.64,1.00,0,6,7,1,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\KINETISK6x\K60_Eth_Driver.cpp,1219,438,21.9,29.5,1,30.00,9.4,1039,K60_Eth_Driver::Get_Next_Rx_Pkt(),19,166,6,1.82,3.00,6,64,169,91,51,34,19,10,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\KINETISK6x\K60_Eth_Driver.h,694,194,0.0,54.2,1,0.00,0.0,,,0,366,1,0.28,0.00,0,139,55,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\KINETISK6x\K60FN1M0xx12\uC_Base_HW_IDs_K60F12.cpp,1173,34,0.0,23.0,0,0.00,0.0,,,0,13,0,0.00,0.00,0,34,0,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\KINETISK6x\K60FN1M0xx12\uC_Base_HW_IDs_K60F12.h,481,51,0.0,26.2,0,0.00,0.0,,,0,13,0,0.00,0.00,0,51,0,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\KINETISK6x\K60FN1M0xx12\uC_Base_K60F12.cpp,394,48,16.7,56.1,0,11.00,3.1,54,uC_Base_K60F12::Get_EMAC_Ctrl(),2,60,2,0.88,1.73,0,14,26,8,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\KINETISK6x\K60FN1M0xx12\uC_Base_K60F12.h,119,30,0.0,44.5,1,1.00,2.0,65,uC_Base_K60F12::Get_Device_Sig(),1,67,2,0.87,1.00,0,6,22,2,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\KINETISK6x\K60FN1M0xx12\uC_IO_Define_K60F12.cpp,404,285,0.0,20.8,0,0.00,0.0,,,0,8,0,0.00,0.00,0,285,0,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\KINETISK6x\K60FN1M0xx12\uC_IO_Define_K60F12.h,456,239,0.0,31.8,0,0.00,0.0,,,0,14,0,0.00,0.00,0,239,0,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\KINETISK6x\K60FN1M0xx12\uC_K60F12.h,20,2,0.0,65.0,0,0.00,0.0,,,0,15,0,0.00,0.00,0,2,0,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\KINETISK6x\K66FN2M0xx18\uC_Base_HW_IDs_K66F18.cpp,1172,34,0.0,48.3,0,0.00,0.0,,,0,13,0,0.00,0.00,0,34,0,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\KINETISK6x\K66FN2M0xx18\uC_Base_HW_IDs_K66F18.h,482,51,0.0,26.1,0,0.00,0.0,,,0,13,0,0.00,0.00,0,51,0,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\KINETISK6x\K66FN2M0xx18\uC_Base_K66F18.cpp,394,48,16.7,56.1,0,11.00,3.1,54,uC_Base_K66F18::Get_EMAC_Ctrl(),2,60,2,0.88,1.73,0,14,26,8,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\KINETISK6x\K66FN2M0xx18\uC_Base_K66F18.h,119,28,0.0,45.4,1,1.00,0.0,65,uC_Base_K66F18::Get_Device_Sig(),1,47,1,0.79,1.00,0,6,22,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\KINETISK6x\K66FN2M0xx18\uC_IO_Define_K66F18.cpp,404,285,0.0,20.8,0,0.00,0.0,,,0,8,0,0.00,0.00,0,285,0,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\KINETISK6x\K66FN2M0xx18\uC_IO_Define_K66F18.h,456,239,0.0,31.8,0,0.00,0.0,,,0,14,0,0.00,0.00,0,239,0,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\KINETISK6x\K66FN2M0xx18\uC_K66F18.h,20,2,0.0,65.0,0,0.00,0.0,,,0,15,0,0.00,0.00,0,2,0,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\KINETISK6x\uC_AtoD.cpp,321,102,21.6,35.5,0,6.00,13.3,77,uC_AtoD::uC_AtoD(),25,107,5,1.95,5.00,0,22,17,29,18,10,6,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\KINETISK6x\uC_AtoD.h,141,19,0.0,61.0,1,1.00,0.0,75,uC_AtoD::~uC_AtoD(),1,68,1,0.68,1.00,0,6,13,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\KINETISK6x\uC_Base.cpp,161,58,37.9,34.2,0,6.00,8.2,119,uC_Base::Get_Periph_Clk_Enable_Reg(),9,126,3,1.52,3.17,0,9,18,23,8,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\KINETISK6x\uC_Base.h,424,149,0.0,41.5,1,3.00,0.7,288,uC_Base::Get_USB_Ctrl(),1,292,2,0.18,1.00,0,124,23,2,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\KINETISK6x\uC_CAN.cpp,534,180,23.3,24.2,0,17.00,9.2,172,uC_CAN::CAN_Data_Transmit(),8,37,3,1.23,3.53,0,23,95,59,3,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\KINETISK6x\uC_CAN.h,144,53,0.0,41.0,1,0.00,0.0,,,0,96,1,0.40,0.00,0,32,21,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\KINETISK6x\uC_Code_Range.cpp,92,25,0.0,46.7,0,0.00,0.0,32,uC_CODE_RANGE_CRC_Val(),1,34,1,0.44,1.00,6,14,11,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\KINETISK6x\uC_Code_Range.h,31,7,0.0,64.5,0,0.00,0.0,,,0,17,0,0.00,0.00,0,7,0,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\KINETISK6x\uC_CStack.cpp,102,31,9.7,31.4,0,0.00,0.0,66,uC_CSTACK_Used(),6,54,2,0.94,4.00,2,8,17,6,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\KINETISK6x\uC_CStack.h,29,3,0.0,69.0,0,0.00,0.0,,,0,17,0,0.00,0.00,0,3,0,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\KINETISK6x\uC_DMA.cpp,423,131,20.6,43.0,0,15.00,6.9,85,uC_DMA::uC_DMA(),21,140,4,1.62,2.60,0,28,42,28,18,15,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\KINETISK6x\uC_DMA.h,134,53,0.0,20.9,1,4.00,0.8,81,uC_DMA::Empty(),1,96,2,0.77,1.00,0,15,35,3,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\KINETISK6x\uC_Ext_Int.cpp,508,163,30.1,37.4,0,17.00,7.6,93,uC_Ext_Int::Attach_IRQ(),19,110,4,1.67,3.53,0,33,56,23,34,17,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\KINETISK6x\uC_Ext_Int.h,85,30,0.0,29.4,1,1.00,0.0,53,uC_Ext_Int::~uC_Ext_Int(),1,52,1,0.73,1.00,0,8,22,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\KINETISK6x\uC_Flash.cpp,1132,449,19.8,25.3,0,31.00,11.1,185,uC_Flash::Ftfe_Flash_Command_Sequence(),22,528,4,1.33,4.00,0,104,169,107,63,6,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\KINETISK6x\uC_Flash.h,285,69,0.0,38.6,1,7.00,0.7,70,uC_Flash::Continue(),1,87,2,0.87,1.00,0,14,50,5,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\KINETISK6x\uC_I2C.cpp,891,402,26.9,21.8,0,27.00,13.9,740,uC_I2C::I2C_ISR(),33,238,7,2.52,4.56,0,28,126,89,18,71,52,14,4,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\KINETISK6x\uC_I2C.h,504,87,0.0,53.6,1,4.00,0.8,199,uC_I2C::I2C_ISR_Static(),1,379,2,0.94,1.00,0,8,76,3,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\KINETISK6x\uC_Input.cpp,192,47,23.4,27.1,0,4.00,9.3,59,uC_Input::Debounce_Pins(),6,41,3,1.26,3.75,0,10,18,16,3,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\KINETISK6x\uC_Input.h,71,21,0.0,42.3,1,3.00,0.7,40,uC_Input::Config_Input_Pin(),1,43,2,0.86,1.00,0,5,14,2,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\KINETISK6x\uC_Interrupt.cpp,264,57,12.3,56.8,0,4.00,9.3,151,uC_Interrupt::Set_Vector(),6,183,3,1.00,3.00,0,20,23,8,6,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\KINETISK6x\uC_Interrupt.h,90,39,0.0,42.2,1,5.00,1.0,80,uC_Interrupt::Set_Int(),1,80,2,0.54,1.00,0,23,11,5,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\KINETISK6x\uC_IO_Config.cpp,324,97,36.1,36.1,0,11.00,7.6,49,uC_IO_Config::uC_IO_Config(),15,94,5,2.09,3.55,0,13,24,19,26,12,3,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\KINETISK6x\uC_IO_Config.h,89,39,0.0,24.7,1,11.00,0.9,40,uC_IO_Config::Get_Input_Bits(),1,44,2,1.10,1.00,0,6,23,10,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\KINETISK6x\uC_Multi_Timers.cpp,292,93,18.3,34.6,0,12.00,6.5,265,uC_Multi_Timers::Int_Handler(),6,280,4,1.38,2.50,0,15,38,32,6,2,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\KINETISK6x\uC_Multi_Timers.h,78,30,0.0,34.6,2,2.00,0.5,58,uC_Multi_Timers::Dummy_Static(),1,59,2,1.00,1.00,0,5,20,5,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\KINETISK6x\uC_OS_Device_Defines.h,121,15,0.0,28.1,0,0.00,0.0,,,0,17,0,0.00,0.00,0,15,0,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\KINETISK6x\uC_OS_Interrupt.cpp,89,15,13.3,58.4,0,3.00,2.3,38,uC_OS_Interrupt::Set_OS_Vect(),3,43,2,0.60,1.67,0,8,5,2,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\KINETISK6x\uC_OS_Interrupt.h,96,23,0.0,42.7,1,5.00,1.0,85,uC_OS_Interrupt::Set_Int(),1,85,2,0.83,1.00,0,9,9,5,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\KINETISK6x\uC_OS_Tick.cpp,78,18,0.0,53.8,0,3.00,3.3,42,uC_OS_Tick::OS_Tick_Handler(),1,73,2,0.61,1.00,0,8,9,1,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\KINETISK6x\uC_OS_Tick.h,60,8,0.0,63.3,1,0.00,0.0,,,0,45,1,0.75,0.00,0,2,6,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\KINETISK6x\uC_PWM.cpp,364,149,26.2,22.3,0,6.00,22.2,235,uC_PWM::Configure(),14,79,3,1.38,6.83,0,16,73,47,13,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\KINETISK6x\uC_PWM.h,149,20,0.0,65.8,1,1.00,0.0,71,uC_PWM::~uC_PWM(),1,64,1,0.70,1.00,0,6,14,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\KINETISK6x\uC_RAM.cpp,677,254,25.6,30.0,0,11.00,20.4,201,uC_RAM::Mark_As_Volatile(),12,158,5,1.80,6.45,0,30,87,69,45,18,5,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\KINETISK6x\uC_RAM.h,283,36,0.0,68.9,1,1.00,1.0,131,uC_RAM::Update_Static(),1,133,2,0.81,1.00,0,8,27,1,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\KINETISK6x\uC_Rand_Num.cpp,86,20,10.0,58.1,0,2.00,7.0,65,uC_Rand_Num::Get(),3,74,3,1.15,2.00,0,6,8,3,3,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\KINETISK6x\uC_Rand_Num.h,45,7,0.0,55.6,1,1.00,0.0,36,uC_Rand_Num::~uC_Rand_Num(),1,35,1,0.57,1.00,0,3,4,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\KINETISK6x\uC_Reset.cpp,139,31,22.6,48.2,0,5.00,4.4,47,uC_Reset::uC_Reset(),8,58,2,0.90,2.60,0,9,16,6,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\KINETISK6x\uC_Reset.h,104,13,0.0,61.5,1,1.00,0.0,59,uC_Reset::~uC_Reset(),1,54,1,0.62,1.00,0,5,8,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\KINETISK6x\uC_RTC.cpp,426,144,13.9,33.6,0,18.00,6.8,38,uC_RTC::uC_RTC(),9,83,3,1.11,2.22,0,21,88,33,2,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\KINETISK6x\uC_RTC.h,224,51,0.0,55.4,3,0.00,0.0,,,0,70,2,1.16,0.00,0,3,37,11,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\KINETISK6x\uC_Single_Timer.cpp,148,44,11.4,41.9,0,7.00,4.6,64,uC_Single_Timer::Set_Timeout(),5,75,2,0.89,1.71,0,12,25,7,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\KINETISK6x\uC_Single_Timer.h,57,15,0.0,45.6,1,1.00,0.0,37,uC_Single_Timer::~uC_Single_Timer(),1,36,1,0.73,1.00,0,4,11,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\KINETISK6x\uC_SPI.cpp,672,211,15.2,40.2,0,22.00,8.1,156,uC_SPI::Configure_Chip_Select(),16,267,6,1.65,2.59,0,32,80,50,37,6,3,3,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\KINETISK6x\uC_SPI.h,595,94,5.3,67.7,1,15.00,2.8,187,uC_SPI::RX_Byte(),3,193,3,1.28,1.33,0,20,32,38,4,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\KINETISK6x\uC_Test.cpp,1033,441,6.8,30.5,0,0.00,0.0,681,uC_TEST_IO_Config_Test_Init(),8,346,3,0.95,2.21,28,121,242,56,22,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\KINETISK6x\uC_Test.h,27,2,0.0,74.1,0,0.00,0.0,,,0,17,0,0.00,0.00,0,2,0,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\KINETISK6x\uC_Test_Timers.cpp,424,226,15.9,16.7,0,0.00,0.0,234,uC_TEST_Multi_Timers_Test_Init(),12,257,5,1.36,3.83,12,66,95,17,22,18,8,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\KINETISK6x\uC_Test_Timers.h,27,2,0.0,74.1,0,0.00,0.0,,,0,17,0,0.00,0.00,0,2,0,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\KINETISK6x\uC_Test_USART.cpp,354,149,9.4,13.8,0,0.00,0.0,319,uC_TEST_USART_Int_Handler(),8,333,4,1.02,2.43,14,39,81,20,5,4,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\KINETISK6x\uC_Test_USART.h,27,2,0.0,74.1,0,0.00,0.0,,,0,17,0,0.00,0.00,0,2,0,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\KINETISK6x\uC_Tick.cpp,92,12,0.0,69.6,0,3.00,2.0,31,uC_Tick::Tick_Handler(),1,34,1,0.50,1.00,0,6,6,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\KINETISK6x\uC_Tick.h,61,9,0.0,60.7,1,0.00,0.0,,,0,51,1,0.56,0.00,0,4,5,0,0,0,0,0,0,0,0
